,site,job_title,area,work_location,ingestion_ts,link
533,Upgraded,Java-utvecklare,Java-utvecklare,Stockholm/Karlstad,2025-09-16 16:16:55,Upgraded-https://upgraded.se/konsultuppdrag/127815-java-utvecklare-10/
532,Regent,Team på 2-4 penetrationstestare,Uppdrag för 2–4 penetrationstestare att utföra tester och ev. Red Team-insatser.,Stockholm,2025-09-16 16:16:30,https://regent.seRegent-/uppdrag/930
531,Ework,Expert System Engineer,Devops,Stockholm,2025-09-16 16:15:58,https://app.verama.com/sv/job-requests/Ework-71013
530,A Society,Arkitekt till Malmö,IT,Malmö/Lund,2025-09-16 16:15:04,https://www.asocietygroup.com/sv/uppdrag/arkitekt-till-malm-A Society-14177
529,A Society,Senior Mechanical Engineer – Components and Products (Level 3),Engineering,Ludvika,2025-09-16 16:15:04,https://www.asocietygroup.com/sv/uppdrag/senior-mechanical-engineer-components-and-products-level-3-A Society-14176
528,Afry,Senior Engineer R&D - Codes and Standards,"CE MDD - Regulatory Software Engineering and Test Quality Assurance, Test and Validation",Norrbottens län,2025-09-16 16:13:48,https://portal.afry.com/available-assignments/search/c2949f65-d3ac-4663-b33a-e44b4ce86918
527,Regent,Senior System Engineer – DevSecOps & Utvecklingsportaler,Vi söker en Senior System Engineer med expertis inom DevSecOps och CI/CD som vill utveckla en strategisk utvecklingsportal i en komplex och reglerad miljö.,Stockholm,2025-09-16 15:40:50,https://regent.seRegent-/uppdrag/928
526,Regent,En IT Support tekniker nivå 2- ASAP,"ASAP! Vi söker en IT-supporttekniker med erfarenhet av AV, arbetsplatser och Win11 som vill bidra i ett flytt- och utrullningsprojekt. 2 mån med möjlighet till förlängning.",Stockholm,2025-09-16 15:40:50,https://regent.seRegent-/uppdrag/929
525,Ework,Test Engineer,"Test Enginer, Electronics",Huskvarna,2025-09-16 15:40:44,https://app.verama.com/sv/job-requests/Ework-71004
524,Ework,Senior Platform Engineer ,Backstage,Stockholm,2025-09-16 15:40:44,https://app.verama.com/sv/job-requests/Ework-71005
523,Ework,Senior Apputvecklare - Android,"Kotlin, Android",Mölndal,2025-09-16 15:40:44,https://app.verama.com/sv/job-requests/Ework-71007
522,Ework,Electronics Designer,"OrCAD, PTS, design och electronics board",Huskvarna,2025-09-16 15:40:44,https://app.verama.com/sv/job-requests/Ework-71011
521,Ework,Electronics Hardware Engineer,"Emc, Catia Electric, OrCAD Cadence",Huskvarna,2025-09-16 15:40:44,https://app.verama.com/sv/job-requests/Ework-71012
519,A Society,Software Engineer (Mobile Networks),Engineering,Göteborg,2025-09-16 15:40:28,https://www.asocietygroup.com/sv/uppdrag/software-engineer-mobile-networks-A Society-13979
518,A Society,Senior backendutvecklare (.Net) med erfarenhet av mentorskap Arbetsförmedlingen Stockholm 100%,IT,Stockholm,2025-09-16 15:40:28,https://www.asocietygroup.com/sv/uppdrag/senior-backendutvecklare-net-med-erfarenhet-av-mentorskap-arbetsfrmedlingen-stockholm-100-A Society-14175
520,A Society,Technical Procurement Category Leader EU (Europe),IT,Göteborg,2025-09-16 15:40:28,https://www.asocietygroup.com/sv/uppdrag/technical-procurement-category-leader-eu-europe-A Society-14173
517,Afry,Projektledare -Förstudie Industrialisering ny produkt Karlskoga,"Project Management and Management Mechanical Engineering (Product and Machine Design) Process and Production Engineering Supply Chain, Procurement and Technical Documentation",,2025-09-16 15:37:22,https://portal.afry.com/available-assignments/search/46b801ea-3d60-45e6-9bb1-48237b2d1fbe
516,Upgraded,Embedded Software Application Engineer,Software Engineer,"Göteborg, SE",2025-09-16 14:45:27,https://upgraded.se/konsultuppdrag/127742-embedded-software-application-engineer-3/
515,Regent,Senior Projektledare,"Vi söker en senior projektledare som vill leda ett tvärfunktionellt team inom IT och fordonsutveckling. Fokus på leverans, kvalitet och samarbete i en komplex miljö",Stockholm,2025-09-16 14:45:23,https://regent.se/uppdrag/927
514,Ework,Byggprojektledare till förnyelseområde,Se  bifogad beställningsblankett,Stockholm,2025-09-16 14:45:22,https://app.verama.com/sv/job-requests/70988
513,Ework,Konstruktionsbyggnadsunderhåll Norrtälje kommun år 2026-2027,Se  bifogad beställningsblankett,Stockholm,2025-09-16 14:45:22,https://app.verama.com/sv/job-requests/70989
512,Ework,"Besiktningar Järnvägsfordon, komponenter och depåer",Besiktning,"Vasteras, Eskilstuna",2025-09-16 14:45:22,https://app.verama.com/sv/job-requests/70994
511,Ework,Senior systemutvecklare,Java,Stockholm,2025-09-16 14:45:22,https://app.verama.com/sv/job-requests/70996
510,Ework,Marketing and Communications Assistant ,"Canva, Adobe",Gothenburg,2025-09-16 14:45:22,https://app.verama.com/sv/job-requests/70999
509,Combitech,Utvecklare inom C/C++,Information Technology Services,Stockholm,2025-09-16 14:45:18,https://www.combitech.se/karriar/lediga-jobb/utvecklare-inom-cc/
506,A Society,"Två Systemutvecklare till Team Ostron till Lantmäteriet, Gävle, 100% ",IT,Gävle,2025-09-16 14:45:17,https://www.asocietygroup.com/sv/uppdrag/tv-systemutvecklare-till-team-ostron-till-lantmteriet-gvle-100-14171
503,Aliant,HubSpot-konsult,,Göteborg,2025-09-16 14:45:17,https://aliant.recman.page/job/450221
505,A Society,Senior projektledare – Förstudie inom industrialisering och produktionssystem,Engineering,Karlskoga,2025-09-16 14:45:17,https://www.asocietygroup.com/sv/uppdrag/senior-projektledare-frstudie-inom-industrialisering-och-produktionssystem-14168
504,A Society,Senior Bazel-konsult till modernisering av build-infrastruktur,Engineering,Göteborg,2025-09-16 14:45:17,https://www.asocietygroup.com/sv/uppdrag/senior-bazel-konsult-till-modernisering-av-build-infrastruktur-14172
507,A Society,"Projektledare Fastighetssystem till SPSM, Remote, 50-100% ",IT,Stockholm,2025-09-16 14:45:17,https://www.asocietygroup.com/sv/uppdrag/projektledare-fastighetssystem-till-spsm-remote-50-100-14170
508,A Society,Kompositkonstruktör - Nivå 3,Engineering,Göteborg,2025-09-16 14:45:17,https://www.asocietygroup.com/sv/uppdrag/kompositkonstruktr-niv-3-14169
502,Afry,Project Manager – R&D Turbine Development,Project Management and Management,Östergötlands län,2025-09-16 14:37:55,https://portal.afry.com/available-assignments/search/4d5df8b1-4dda-431e-a9a6-1154e16aae5d
501,Ework,Software Engineer,"XML, WPF, C#",Vasteras,2025-09-16 11:57:14,https://app.verama.com/sv/job-requests/70985
500,Upgraded,Digital Project Manager & Business Architect,Project Manager,Boden,2025-09-16 11:49:07,https://upgraded.se/konsultuppdrag/127695-digital-project-manager-business-architect-2/
499,Upgraded,Software Engineer,Software Engineer,"Göteborg, SE",2025-09-16 11:49:07,https://upgraded.se/konsultuppdrag/127696-software-engineer-119/
498,Upgraded,Solution Architect,Solution Architect,Boden,2025-09-16 11:49:07,https://upgraded.se/konsultuppdrag/127703-solution-architect-19/
497,Upgraded,System Engineer,Systemingenjör,Stockholm,2025-09-16 11:49:07,https://upgraded.se/konsultuppdrag/127731-system-engineer-14/
496,Upgraded,BI Specialist,BI-specialist,"Copenhagen, DK",2025-09-16 11:49:07,https://upgraded.se/konsultuppdrag/127738-bi-specialist-4/
495,Nikita,Kategoriansvarig strategiskt tekniskt inköp,,,2025-09-16 11:40:10,https://www.nikita.se/lediga-uppdrag/kategoriansvarig-strategiskt-tekniskt-inkop/
494,Nikita,Senior projektledare,,,2025-09-16 11:40:10,https://www.nikita.se/lediga-uppdrag/senior-projektledare-19/
490,Ework,Mechanical Engineering - 2-stroke engine development ,"Aluminum, PLM Teamcenter, steel, Smartteam, CatiaV5",Huskvarna,2025-09-16 11:11:10,https://app.verama.com/sv/job-requests/70983
493,Ework,Fullstack Data Engineer ,"DBT-ramverk, SQLServer, Azure Databricks",Stockholm-Arlanda,2025-09-16 11:11:10,https://app.verama.com/sv/job-requests/70978
492,Ework,Senior Fullstack Developer,"AWS, React, Java 11, Typescript, Microservices, Spring Boot, Javascript",Gothenburg,2025-09-16 11:11:10,https://app.verama.com/sv/job-requests/70979
491,Ework,Mandarin speaking Program Manager,"Manufacturing, Program Manager",Gothenburg,2025-09-16 11:11:10,https://app.verama.com/sv/job-requests/70982
489,A Society,Fullstack Developer,IT,Södertälje,2025-09-16 11:01:55,https://www.asocietygroup.com/sv/uppdrag/fullstack-developer-14167
488,Upgraded,Senior Data Scientist,Data Scientist,Stockholm,2025-09-16 09:49:17,https://upgraded.se/konsultuppdrag/127648-senior-data-scientist-5/
487,Upgraded,RTE/Agil coach,Agile Coach,Stockholm,2025-09-16 09:49:17,https://upgraded.se/konsultuppdrag/127656-rte-agil-coach/
486,Upgraded,Digital Project Manager & Business Architect,Project Manager,Stockholm,2025-09-16 09:49:17,https://upgraded.se/konsultuppdrag/127660-digital-project-manager-business-architect/
485,Upgraded,Utvecklare,Systemutvecklare,Örebro,2025-09-16 09:49:17,https://upgraded.se/konsultuppdrag/127664-utvecklare-4/
484,Ework,Machine Learning Engineer ,,Stockholm,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70963
483,Ework,Lösningsarkitekt Kafka,,Stockholm,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70964
482,Ework,Solution Architect - SAP PS,,Vasteras,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70967
481,Ework,Lösningsarkitekt,,Lulea,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70968
480,Ework,Integrationsspecialist,,Stockholm,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70970
479,Ework,Supply Chain Manager,,Vasteras,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70971
478,Ework,Uppdrag inom säkerhets- och beredskapsområdet,,Sundsvall,2025-09-16 09:49:04,https://app.verama.com/sv/job-requests/70974
477,Emagine,Junior Accountant,Other roles,Stockholm Metropolitan Area,2025-09-16 09:48:59,https://portal.emagine.org/jobs/170566/junior-accountant
476,Emagine,Expert Business Analyst – Identity & Access Management RACF ,"Risk, Security & Compliance",Stockholm Metropolitan Area,2025-09-16 09:48:59,https://portal.emagine.org/jobs/170567/expert-business-analyst-identity-and-access-management-racf
475,Combitech,Teknikinformatör,Customer Service,Frösön,2025-09-16 09:48:57,https://www.combitech.se/karriar/lediga-jobb/teknikinformator/
473,A Society,Software Engineer,IT,Stockholm,2025-09-16 09:48:54,https://www.asocietygroup.com/sv/uppdrag/software-engineer-14164
472,A Society,Experienced Java developer,IT,Stockholm,2025-09-16 09:48:54,https://www.asocietygroup.com/sv/uppdrag/experienced-java-developer-14165
471,A Society,Teknikinformatör inom elektronik,Engineering,Linköping,2025-09-16 09:48:54,https://www.asocietygroup.com/sv/uppdrag/teknikinformatr-inom-elektronik-14166
474,A Society,Machine Learning Engineer,IT,Stockholm,2025-09-16 09:48:54,https://www.asocietygroup.com/sv/uppdrag/machine-learning-engineer-14163
470,Afry,Electrical HW designer,"Electronics System and Communication technology  IT and Industrial IT Software Engineering and Test Automation, Electrical and Robotics Engineering",Stockholms län,2025-09-16 09:48:47,https://portal.afry.com/available-assignments/search/0db08d19-ae4b-472a-abc5-0e3e206b2947
469,Afry,Continuous Integration and Delivery,Electronics System and Communication technology  IT and Industrial IT Software Engineering and Test,Stockholms län,2025-09-16 09:48:47,https://portal.afry.com/available-assignments/search/ccab421f-bdf3-4620-93e0-ffb035a69164
468,Afry,Digital konstruktör,Electronics System and Communication technology ,Västra Götalands län,2025-09-16 09:48:47,https://portal.afry.com/available-assignments/search/67d4b01b-8e9c-4553-9872-81bdea9b545d
467,Afry,Senior Project Manager,Project Management and Management,Stockholms län,2025-09-16 09:48:47,https://portal.afry.com/available-assignments/search/7d065434-f383-46c8-9b37-674a65132f44
466,Upgraded,Security Engineer,Security Engineer,"Älmhult, SE",2025-09-15 16:37:05,https://upgraded.se/konsultuppdrag/127525-security-engineer-4/
465,Upgraded,Verksamhetsutvecklare Hemtjänst – Ersättningar och avgifter,Verksamhetsutvecklare,"Solna, SE",2025-09-15 16:37:05,https://upgraded.se/konsultuppdrag/127551-utvecklare-hemtjanst-ersattningar-och-avgifter/
463,Ework,Fullstack Data Engineer,,Stockholm-Arlanda,2025-09-15 16:36:48,https://app.verama.com/sv/job-requests/70958
462,Ework,Testare - Göteborg (kort anbudsdag 16/9),,Gothenburg,2025-09-15 16:36:48,https://app.verama.com/sv/job-requests/70959
464,Ework,ServiceNow/DevOps utvecklare,,Stockholm,2025-09-15 16:36:48,https://app.verama.com/sv/job-requests/70957
461,Emagine,Digital project manager and business architect,Project Delivery,Stockholm Metropolitan Area,2025-09-15 16:36:40,https://portal.emagine.org/jobs/170562/digital-project-manager-and-business-architect
460,A Society,System Verification and Validation Engineer,Engineering,Stockholm,2025-09-15 16:36:33,https://www.asocietygroup.com/sv/uppdrag/system-verification-and-validation-engineer-14157
459,A Society,Project manager/System Verification and Validation Engineer,Engineering,Stockholm,2025-09-15 16:36:33,https://www.asocietygroup.com/sv/uppdrag/project-managersystem-verification-and-validation-engineer-14158
458,A Society,"Systemutvecklare till E-hälsomyndigheten, 100%, Kalmar ",IT,Stockholm,2025-09-15 16:36:33,https://www.asocietygroup.com/sv/uppdrag/systemutvecklare-till-e-hlsomyndigheten-100-kalmar-14160
457,A Society,Digital project manager and business architect,Business Functions,Boden,2025-09-15 16:36:33,https://www.asocietygroup.com/sv/uppdrag/digital-project-manager-and-business-architect-14161
456,Aliant,Systemutveckling - Uppbyggnad Historik-databas,,Gävleborgs län,2025-09-15 16:36:30,https://aliant.recman.page/job/450008
455,Afry,Arkitekt nationellt register för medicintekniska produkter,IT and Industrial IT Software Engineering and Test,Stockholms län Kalmar län,2025-09-15 16:31:38,https://portal.afry.com/available-assignments/search/47ef4db3-e6a8-4916-a890-5ce9bd966124
454,Combitech,Mekanikkonstruktörer sökes,Engineering,Malmö,2025-09-15 15:38:09,https://www.combitech.se/karriar/lediga-jobb/mekanikkonstruktorer-sokes/
453,Combitech,Exjobb: Beräkning och analys,Engineering,Trollhättan,2025-09-15 15:38:09,https://www.combitech.se/karriar/lediga-jobb/exjobb-berakning-och-analys/
452,Emagine,Software Engineer - Backstage development,Software Development,Stockholm Metropolitan Area,2025-09-15 15:27:04,https://portal.emagine.org/jobs/170559/software-engineer-backstage-development
451,Ework,Electronics Hardware Design Engineer,,Gothenburg,2025-09-15 15:25:22,https://app.verama.com/sv/job-requests/70953
450,Ework,ServiceNow-lösningsarkitekt,,Stockholm,2025-09-15 15:25:22,https://app.verama.com/sv/job-requests/70956
448,Upgraded,EMC PCB designer,Design Engineer,"Remote, Södertälje",2025-09-15 14:57:17,https://upgraded.se/konsultuppdrag/127451-emc-pcb-designer/
447,Upgraded,Infraarkitekt med Inriktning Brandvägg,Arkitekt,Stockholm,2025-09-15 14:57:17,https://upgraded.se/konsultuppdrag/127467-infraarkitekt-med-inriktning-brandvagg/
449,Upgraded,IT-supporttekniker,IT-support,Stockholm,2025-09-15 14:57:17,https://upgraded.se/konsultuppdrag/127444-it-supporttekniker-3/
446,Regent,Senior ServiceNow Lösningsarkitekt,"Vi söker en erfaren ServiceNow Lösningsarkitekt för heltid, ledande roll i teamet, stödja juniora, förklara för stakeholders och bidra till strategi för plattformen.",Stockholm,2025-09-15 14:51:21,https://regent.se/uppdrag/926
445,Nikita,Systemförvaltare,,,2025-09-15 14:47:49,https://www.nikita.se/lediga-uppdrag/systemforvaltare-6/
387,Upgraded,Manager/Project Manager,Project Manager,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126870-manager-project-manager/
396,Upgraded,IT-Specialist,IT-Specialist,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126717-it-specialist-3/
389,Upgraded,Business Analyst,Business Analyst,"Copenhagen, DK",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126787-business-analyst-48/
390,Upgraded,Project Leader APQP,Project Leader,"Göteborg, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126750-project-leader-apqp/
391,Upgraded,Delprojektledare,Projektledare,Växjö,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126743-delprojektledare-4/
392,Upgraded,Senior Build Engineer C++/Bazel,Ingenjör,Stockholm/Remote,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126738-senior-build-engineer-c-bazel/
393,Upgraded,Data Engineer,Data Engineer,Växjö,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126737-data-engineer-42/
394,Upgraded,Projektledare för ledningssystem,Projektledare,"Göteborg, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126736-projektledare-for-ledningssystem/
395,Upgraded,Functional Safety Expert,System Architect,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126729-functional-safety-expert-3/
399,Upgraded,Data Information/Scientist,Data Scientist,Södertälje,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126635-data-information-scientist/
397,Upgraded,Tech Lead/Lösningsarkitekt – Logistik/Tillverkning,Tech Lead,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126665-tech-lead-losningsarkitekt-logistik-tillverkning-2/
398,Upgraded,Senior Kravanalytiker/Product Manager,Kravanalytiker,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126655-senior-kravanalytiker-product-manager-2/
400,Upgraded,Fullstackutvecklare,Fullstackutvecklare,Södertälje,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126631-bi-developer-3/
402,Upgraded,Arkitekt (Tåg),Arkitekt,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126521-arkitekt-tag-2/
403,Upgraded,.NET-utvecklare med fokus på DevOps & molnlösningar,.NET-utvecklare,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126511-net-utvecklare-med-fokus-pa-devops-molnlosningar/
404,Upgraded,Redovisningscontroller med erfarenhet av kvalificerat redovisningsarbete och ekonomistyrning.,Controller,"Solna, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126504-redovisningscontroller-med-erfarenhet-av-kvalificerat-redovisningsarbete-och-ekonomistyrning/
405,Upgraded,Pega-utvecklare,Utvecklare,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126395-pega-utvecklare-2/
388,Upgraded,Analytics Engineer – Scenförståelse & Sensorfusion,Analytics Engineer,"Lund, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126840-analytics-engineer-scenforstaelse-sensorfusion-2/
373,Upgraded,Project Manager,Project Manager,Södertälje,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127266-project-manager-26/
386,Upgraded,AI Development Engineer,AI Engineer,Lund,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126877-ai-development-engineer-3/
376,Upgraded,"Senior förändringsledare, Region Skåne / Skånetrafiken avrop 1831",Processutvecklare,"Malmö, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127196-senior-forandringsledare-region-skane-skanetrafiken-avrop-1831-2/
369,Upgraded,Lime utvecklare,Lime utvecklare,"Landskrona, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127399-lime-utvecklare/
370,Upgraded,"Expert inom Digitaliseringssamordning till Framtidens ortopedi i Hässleholm, Region Skåne avrop 1823",,Hässleholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127359-expert-inom-digitaliseringssamordning-till-framtidens-ortopedi-i-hassleholm-region-skane-avrop-1823-3/
371,Upgraded,DevOps Engineer,DevOps Engineer,Södertälje,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127325-devops-engineer-30/
372,Upgraded,Business Change Management Strategy and framework (CAD/vPDM),Change Manager,Södertälje,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127297-business-change-management-strategy-and-framework/
407,Upgraded,Expertstöd Matomo,Matomo specialist,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126313-expertstod-matomo-2/
374,Upgraded,DBA PostgreSQL,Utvecklare,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127226-dba-postgresql-5/
375,Upgraded,Penntest,Penntest,Uppsala,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127216-penntest/
377,Upgraded,PLM Consultant,System Developer,"Malmö, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127094-plm-consultant-3/
385,Upgraded,Serviceinriktad Firstline tekniker till Servicedesk,Firstline tekniker,"Haninge, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126925-serviceinriktad-firstline-tekniker-till-var-servicedesk/
378,Upgraded,Scrum Master,Scrum Master,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127061-scrum-master-26/
379,Upgraded,Fullstackutvecklare (.Net & Azure-cloud),Fullstackutvecklare,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127053-fullstackutvecklare-15/
380,Upgraded,"Senior Projektledare SDV Utbildning, Region Skåne avrop 1807",Projektledare,Lund,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127027-senior-projektledare-sdv-utbildning-region-skane-avrop-1807-2/
381,Upgraded,Senior SalesForce-konsult,Ingenjör,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127022-senior-salesforce-konsult/
382,Upgraded,Embedded Developer,System Developer,"Malmö, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127020-embedded-developer-5/
383,Upgraded,DevOps Engineer,DevOps Engineer,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/127013-devops-engineer-29/
384,Upgraded,Backend Developer,Mjukvaruutvecklare,Lund,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126933-backend-developer-12/
406,Upgraded,Security Engineer,Security Engineer,Stockholm/Katowice,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126349-security-engineer-3/
401,Upgraded,Data Engineer Informatica,Data Engineer,Nearshore,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126593-data-engineer-informatica-4/
408,Upgraded,Senior C++/.NET Developer,System Developer,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126233-senior-c-net-developer/
436,Upgraded,Android apputvecklare,Apputvecklare,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/124537-android-apputvecklare/
429,Upgraded,Senior Data Scientist,Data Scientist,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125576-senior-data-scientist-4/
430,Upgraded,Utbildare inom CMS,Utbildare,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125495-utbildare-inom-cms/
431,Upgraded,Uppdragsledare,Uppdragsledare,"Eskilstuna, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125471-uppgradsledare/
432,Upgraded,Safety Subject Matter Expert (SME),Safety Engineer,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125358-safety-subject-matter-expert-sme/
433,Upgraded,Senior Tech Lead,Tech Lead,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125250-senior-tech-lead-3/
434,Upgraded,Embedded Software Engineer,Embedded-utvecklare,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125175-embedded-software-engineer-7/
435,Upgraded,Projektledare,IT Projektledare,Örebro,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125135-projektledare-114/
437,Upgraded,Senior projektledare,Projektledare,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/124308-senior-projektledare-18/
427,Upgraded,Embedded applikationsingenjör,Applikationsingenjör,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125599-embedded-applikationsingenjor/
438,Upgraded,Test Automation Engineer (spetskompetens: Python),Test Automation Engineer,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/124110-test-automation-engineer-spetskompetens-python/
439,Upgraded,"Senior Utvecklare/Applikationskonsult, Region Skåne/Skånetrafiken avrop 1749",Systemutvecklare,,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/124108-senior-utvecklare-applikationskonsult-region-skane-skanetrafiken-avrop-1749-3/
440,Upgraded,Power Drive System Engineer,Engineer,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/123996-power-drive-system-engineer/
441,Upgraded,Siebel-utvecklare,Siebel-utvecklare,Sundsvall,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/123834-siebel-utvecklare/
443,Upgraded,Kravanalytiker,Kravanalytiker,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/122795-kravanalytiker-33/
444,Upgraded,Lösningsarkitekt inom Apputveckling,Lösningsarkitekt,Norrköping,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/122542-losningsarkitekt-inom-apputveckling/
409,Upgraded,Embedded Software Product Owner,Product Owner,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126099-embedded-software-product-owner-2/
428,Upgraded,Senior Machine Learning Engineering,Machine Learning Engineer,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125586-senior-machine-learning-engineering/
442,Upgraded,Testare/Testdesigner,Testare,Göteborg,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/123178-testare-testdesigner/
426,Upgraded,Senior 3D Software Developer,Software Developer,,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125722-senior-3d-software-developer/
417,Upgraded,"Utvecklare, inriktning test av javasystem",Java-utvecklare,Umeå,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125890-utvecklare-inriktning-test-av-javasystem/
425,Upgraded,Fastighetscontroller,Controller,"Järfälla, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125727-fastighetscontroller/
411,Upgraded,Chefshandledning till Täby kommun,Organisationautveckling,"Täby, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126090-chefshandledning-till-taby-kommun/
412,Upgraded,Software Developer – Embedded & Automation,Software Developer,"Lund, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126062-software-developer-embedded-automation/
410,Upgraded,Lösningsarkitekt,Lösningsarkitekt,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126092-losningsarkitekt-51/
413,Upgraded,Handledare till MiniMaria/Ungdomsbehandling,Handledare,"Täby, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/126052-handledare-till-minimaria-ungdomsbehandling/
414,Upgraded,Säkerhetskonsult / PLC-programmering,PLC programming consultant,Lund,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125969-sakerhetskonsult-plc-programmering/
416,Upgraded,Testare SAP EAM och UiPath,Testare,Remote,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125938-testare-sap-eam-och-uipath/
415,Upgraded,Digital ASIC Designer / Technical Lead,System Developer,Lund,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125946-digital-asic-designer-technical-lead/
418,Upgraded,Förändringsledning till Täby kommun,Förändringsledare,"Täby, SE",2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125880-forandringsledning/
419,Upgraded,Senior Technical Project Manager,Project Manager,Lund,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125879-senior-technical-project-manager-2/
420,Upgraded,Testspecialist,Testspecialist,Stockholm/Kalmar,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125875-testspecialist-2/
421,Upgraded,Agentic AI och automation,Automationsingenjör,Stockholm,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125838-agentic-ai-och-automation/
422,Upgraded,Release Manager,Release Manager,Remote,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125777-release-manager-3/
